,Complaint Type,Sub Type,Unnamed: 0,address_street_direction,address_street_name,address_street_number,address_street_suffix,any_people_using_property_homeless_childen_gangs_,community_area,completion_date,creation_date,current_activity,if_the_building_is_open_where_is_the_entry_point_,is_the_building_currently_vacant_or_occupied_,is_the_building_dangerous_or_hazardous_,is_the_building_vacant_due_to_fire_,latitude,location,location_of_building_on_the_lot_if_garage_change_type_code_to_bgd_,longitude,most_recent_action,number_of_potholes_filled_on_block,police_district,service_request_number,service_request_type,ssa,status,street_address,type_of_service_request,ward,what_type_of_surface_is_the_graffiti_on_,x_coordinate,y_coordinate,zip_code
348681,Graffiti Removal,Rear,48681,,,,,,22.0,2013-05-16T00:00:00,2013-05-14T00:00:00,,,,,,41.923212482872316,"{'longitude': '-87.70702029015007', 'needs_recoding': False, 'latitude': '41.92321248287231'}",,-87.70702029015007,,,14.0,13-00574966,,,Completed,2269 N KEDZIE BLVD,Graffiti Removal,26.0,Brick - Unpainted,1154663.79240067,1914912.34217859,60647.0
594506,Graffiti Removal,Pole,44506,,,,,,32.0,2015-02-12T00:00:00,2015-02-12T00:00:00,,,,,,41.87441410936333,"{'longitude': '-87.63048346695919', 'needs_recoding': False, 'latitude': '41.87441410936333'}",,-87.63048346695919,,,1.0,15-00269463,,,Completed,81 W HARRISON ST,Graffiti Removal,2.0,Metal - Painted,1175739.95003101,1897652.0699983002,60605.0
1249174,Pot Holes Reported,Pothole in Street,35836,,,,,,19.0,2015-03-27T00:00:00,2015-03-17T00:00:00,Final Outcome,,,,,41.932891816411654,"{'longitude': '-87.78961658462968', 'needs_recoding': False, 'latitude': '41.93289181641166'}",,-87.78961658462968,Pothole Patched,5.0,25.0,15-00787364,,,Completed,6534 W GEORGE ST,,36.0,,1132230.95209563,1918565.42010045,60634.0
792624,Graffiti Removal,Pole,42624,,,,,,31.0,2016-09-06T00:00:00,2016-09-06T00:00:00,,,,,,41.85682486468136,"{'longitude': '-87.6482005544897', 'needs_recoding': False, 'latitude': '41.856824864681364'}",,-87.6482005544897,,,12.0,16-06320232,,,Completed,854 W 19TH ST,Graffiti Removal,11.0,Metal - Painted,1171032.31987117,1891125.78269453,60608.0
24632,Graffiti Removal,Front,24632,,,,,,31.0,2013-01-29T00:00:00,2013-01-22T00:00:00,,,,,,41.85785770019619,"{'longitude': '-87.6555931282486', 'needs_recoding': False, 'latitude': '41.85785770019619'}",,-87.6555931282486,,,12.0,13-00079253,,,Completed,1161 W 18TH ST,Graffiti Removal,25.0,Vinyl Siding,1168918.68012663,1891563.29676971,60608.0
1074026,Pot Holes Reported,Pot Hole in Street,10688,,,,,,15.0,2013-05-23T00:00:00,2013-04-26T00:00:00,Final Outcome,,,,,41.95574219540392,"{'longitude': '-87.77823714880519', 'needs_recoding': False, 'latitude': '41.95574219540392'}",,-87.77823714880518,Pothole Patched,6.0,16.0,13-00494079,,,Completed,4128 N MCVICKER AVE,,38.0,,1135281.4321293999,1926818.43960728,60634.0
709325,Graffiti Removal,Pole,9325,,,,,,22.0,2016-01-06T00:00:00,2016-01-06T00:00:00,,,,,,41.925237082233046,"{'longitude': '-87.70092274230005', 'needs_recoding': False, 'latitude': '41.92523708223305'}",,-87.70092274230005,,,14.0,16-00088571,,,Completed,2419 N MILWAUKEE AVE,Graffiti Removal,1.0,Metal - Unpainted,1156317.8233313998,1915954.55400657,60647.0
1069084,Pot Holes Reported,Pot Hole in Street,5746,,,,,,2.0,2013-05-01T00:00:00,2013-03-12T00:00:00,,,,,,42.01753607005389,"{'longitude': '-87.6885681555654', 'needs_recoding': False, 'latitude': '42.01753607005389'}",,-87.68856815556542,,,24.0,13-00277940,,,Completed - Dup,2326 W BIRCHWOOD AVE,,49.0,,1159436.65002688,1949599.93999181,60645.0
272095,Graffiti Removal,Rear,22095,,,,,,25.0,2011-10-17T00:00:00,2011-10-14T00:00:00,,,,,,41.88222170871915,"{'longitude': '-87.7582831304823', 'needs_recoding': False, 'latitude': '41.88222170871915'}",,-87.7582831304823,,,15.0,11-03950907,,,Completed,5315 W WASHINGTON BLVD,Graffiti Removal,28.0,Brick - Unpainted,1140883.47570369,1900236.88487463,60644.0
900149,Vacant and Abandoned Buildings Reported,Open,45527,W,21ST,917,ST,0.0,31.0,,2014-10-23T00:00:00,,,Vacant,,0.0,41.8539165811125,"{'longitude': '-87.64881516017083', 'needs_recoding': False, 'latitude': '41.8539165811125'}",Front,-87.64881516017083,,,12.0,14-01825344,Vacant/Abandoned Building,,,,,25.0,,1170736.20681577,1890100.60721512,60608.0
1028985,Pot Holes Reported,Pot Hole in Street,15647,,,,,,14.0,2012-07-10T00:00:00,2012-07-09T00:00:00,,,,,,41.96419742790071,"{'longitude': '-87.72684132276532', 'needs_recoding': False, 'latitude': '41.96419742790071'}",,-87.72684132276531,,,17.0,12-01226158,,,Completed - Dup,4548 N HARDING AVE,,39.0,,1149239.99793081,1929943.49261148,60625.0
1070774,Pot Holes Reported,Pot Hole in Street,7436,,,,,,11.0,2013-05-07T00:00:00,2013-05-02T00:00:00,Final Outcome,,,,,41.975760959521644,"{'longitude': '-87.77832526825762', 'needs_recoding': False, 'latitude': '41.975760959521644'}",,-87.77832526825762,Pothole Patched,12.0,16.0,13-00522821,,,Completed,5200 N AUSTIN AVE,,45.0,,1135205.46652668,1934212.8499933,60630.0
332938,Graffiti Removal,Side,32938,,,,,,19.0,2013-04-12T00:00:00,2013-04-09T00:00:00,,,,,,41.93122615839256,"{'longitude': '-87.76139360816045', 'needs_recoding': False, 'latitude': '41.931226158392555'}",,-87.76139360816046,,,25.0,13-00399952,,,Completed - Dup,5401 W DIVERSEY AVE,Graffiti Removal,30.0,Brick - Unpainted,1139882.27918106,1918087.9363965,60639.0
800679,Graffiti Removal,Garage,679,,,,,,2.0,2016-09-29T00:00:00,2016-09-27T00:00:00,,,,,,42.002226393983854,"{'longitude': '-87.69136670318352', 'needs_recoding': False, 'latitude': '42.002226393983854'}",,-87.69136670318352,,,24.0,16-06810305,,,Completed,6628 N ARTESIAN AVE,Graffiti Removal,50.0,Brick - Unpainted,1158782.70031467,1943922.58701318,60645.0
72709,Graffiti Removal,Door,22709,,,,,,15.0,2013-02-28T00:00:00,2013-02-28T00:00:00,,,,,,41.95314992162793,"{'longitude': '-87.76026809588417', 'needs_recoding': False, 'latitude': '41.95314992162793'}",,-87.76026809588417,,,16.0,13-00229530,,,Completed,5315 W IRVING PARK RD,Graffiti Removal,38.0,Metal - Painted,1140207.88949156,1926082.08031069,60641.0
1316811,Pot Holes Reported,Pothole in Street,3473,,,,,,7.0,2016-04-12T00:00:00,2016-04-07T00:00:00,Final Outcome,,,,,41.923690652204435,"{'longitude': '-87.6582544608666', 'needs_recoding': False, 'latitude': '41.923690652204435'}",,-87.65825446086659,Pothole Patched,5.0,18.0,16-02342660,,,Completed,2307 N RACINE AVE,,43.0,,1167924.76800101,1915503.19432204,60614.0
217165,Graffiti Removal,Front,17165,,,,,,30.0,2012-08-02T00:00:00,2012-08-02T00:00:00,,,,,,41.84315717506297,"{'longitude': '-87.71460492330567', 'needs_recoding': False, 'latitude': '41.84315717506297'}",,-87.71460492330566,,,10.0,12-01384106,,25.0,Completed,2641 S CENTRAL PARK AVE,Graffiti Removal,22.0,Other / Unknown Surface,1152795.36271687,1886214.21892021,60623.0
996838,Pot Holes Reported,Pot Hole in Street,33500,,,,,,14.0,2011-04-26T00:00:00,2011-04-16T00:00:00,,,,,,41.969261994677936,"{'longitude': '-87.70986888051358', 'needs_recoding': False, 'latitude': '41.96926199467794'}",,-87.70986888051357,,,17.0,11-00883524,,60.0,Completed - Dup,4826 N SAWYER AVE,,39.0,,1153842.02671743,1931880.56187679,60625.0
497371,Graffiti Removal,Front,47371,,,,,,16.0,2014-05-12T00:00:00,2014-04-19T00:00:00,,,,,,41.9590972523926,"{'longitude': '-87.72133243820427', 'needs_recoding': False, 'latitude': '41.959097252392596'}",,-87.72133243820427,,,17.0,14-00566542,,,Completed - Dup,3721 W CULLOM AVE,Graffiti Removal,39.0,Brick - Unpainted,1150711.46520237,1928319.28579719,60618.0
1198519,Pot Holes Reported,Pothole in Street,35181,,,,,,15.0,2014-08-04T00:00:00,2014-08-04T00:00:00,Final Outcome,,,,,41.951233043666576,"{'longitude': '-87.76620387602931', 'needs_recoding': False, 'latitude': '41.951233043666576'}",,-87.76620387602932,Pothole Patched,15.0,16.0,14-01261075,,,Completed,5543 W BYRON ST,,38.0,,1138699.16106682,1925372.97008054,60641.0
234454,Graffiti Removal,Pole,34454,,,,,,6.0,2012-09-27T00:00:00,2012-08-23T00:00:00,,,,,,41.93770167967356,"{'longitude': '-87.67327821208426', 'needs_recoding': False, 'latitude': '41.93770167967356'}",,-87.67327821208427,,,19.0,12-01505854,,,Completed,1759 W BARRY AVE,Graffiti Removal,32.0,Brick - Painted,1164064.15467194,1920625.36480601,60657.0
115030,Graffiti Removal,Garage,15030,,,,,,24.0,2013-04-01T00:00:00,2013-03-30T00:00:00,,,,,,41.902142981515155,"{'longitude': '-87.66854241943163', 'needs_recoding': False, 'latitude': '41.902142981515155'}",,-87.66854241943163,,,12.0,13-00357675,,29.0,Completed,1087 N MARSHFIELD AVE,Graffiti Removal,1.0,Aluminum Siding,1165187.79882562,1907567.50651836,60622.0
1299049,Pot Holes Reported,Pothole in Street,35711,,,,,,44.0,2016-01-12T00:00:00,2016-01-12T00:00:00,Final Outcome,,,,,41.75101240927458,"{'longitude': '-87.61454556753256', 'needs_recoding': False, 'latitude': '41.75101240927458'}",,-87.61454556753256,Pothole Patched,1.0,6.0,16-00212611,,51.0,Completed,409 E 79TH ST,,6.0,,1180371.69327021,1852718.78369035,60619.0
899599,Vacant and Abandoned Buildings Reported,Open,44977,S,THROOP,7945,ST,1.0,71.0,,2014-08-12T00:00:00,,FRONT AND REAR OPEN,Vacant,,0.0,41.7495440684193,"{'longitude': '-87.65613971823149', 'needs_recoding': False, 'latitude': '41.7495440684193'}",Front,-87.65613971823149,,,6.0,14-01327934,Vacant/Abandoned Building,,,,,21.0,,1169040.37865,1852052.058625,60620.0
1233162,Pot Holes Reported,Pothole in Street,19824,,,,,,34.0,2015-01-27T00:00:00,2015-01-26T00:00:00,Final Outcome,,,,,41.85433395414341,"{'longitude': '-87.63204756042012', 'needs_recoding': False, 'latitude': '41.854333954143414'}",,-87.63204756042013,Pothole Patched,10.0,9.0,15-00142551,,,Completed,2100 S ARCHER AVE,,25.0,,1175365.66198277,1890282.89158215,60616.0
22116,Graffiti Removal,Rear,22116,,,,,,24.0,2012-01-19T00:00:00,2012-01-19T00:00:00,,,,,,41.903243883228996,"{'longitude': '-87.66698838794555', 'needs_recoding': False, 'latitude': '41.903243883229'}",,-87.66698838794554,,,13.0,12-00081177,,33.0,Completed,1547 W DIVISION ST,Graffiti Removal,1.0,Brick - Unpainted,1165730.68622568,1908078.06161916,60642.0
162070,Graffiti Removal,Front,12070,,,,,,60.0,2012-06-01T00:00:00,2012-05-24T00:00:00,,,,,,41.84676963314747,"{'longitude': '-87.64997808325424', 'needs_recoding': False, 'latitude': '41.84676963314747'}",,-87.64997808325424,,,9.0,12-00971014,,,Completed,2500 S CORBETT ST,Graffiti Removal,11.0,"Cement (Sidewalk, Alley, Wall, Curb)",1170473.30000954,1887516.79996763,60608.0
175130,Graffiti Removal,Door,25130,,,,,,57.0,2012-06-19T00:00:00,2012-06-11T00:00:00,,,,,,41.80425528119833,"{'longitude': '-87.72050292244745', 'needs_recoding': False, 'latitude': '41.80425528119833'}",,-87.72050292244745,,,8.0,12-01060955,,39.0,Completed,4900 S ARCHER AVE,Graffiti Removal,14.0,Brick - Painted,1151403.63498777,1871861.58002643,60632.0
4769,Graffiti Removal,Garage,4769,,,,,,19.0,2011-01-06T00:00:00,2011-01-05T00:00:00,,,,,,41.93243091947959,"{'longitude': '-87.7673537772964', 'needs_recoding': False, 'latitude': '41.932430919479586'}",,-87.7673537772964,,,25.0,11-00024763,,,Completed,2839 N PARKSIDE AVE,Graffiti Removal,31.0,Metal,1138218.40740359,1918311.23131791,60634.0
848832,Graffiti Removal,Door,48832,,,,,,57.0,2017-03-08T00:00:00,2017-03-07T00:00:00,,,,,,41.80638748844178,"{'longitude': '-87.72584355399582', 'needs_recoding': False, 'latitude': '41.80638748844178'}",,-87.72584355399582,,,8.0,17-01271326,,,Completed,4749 S KARLOV AVE,Graffiti Removal,14.0,Metal - Painted,1149827.72072926,1872822.32899091,60632.0
746775,Graffiti Removal,Pole,46775,,,,,,22.0,2016-04-25T00:00:00,2016-04-25T00:00:00,,,,,,41.916417149358466,"{'longitude': '-87.68967923839017', 'needs_recoding': False, 'latitude': '41.91641714935846'}",,-87.68967923839018,,,14.0,16-02811866,,33.0,Completed,1921 N CAMPBELL AVE,Graffiti Removal,1.0,Metal - Painted,1159392.78280036,1912782.5344313,60647.0
400730,Graffiti Removal,Rear,730,,,,,,20.0,2013-09-20T00:00:00,2013-09-18T00:00:00,,,,,,41.931489500583226,"{'longitude': '-87.74152053035321', 'needs_recoding': False, 'latitude': '41.931489500583226'}",,-87.7415205303532,,,25.0,13-01380018,,,Completed,4557 W DIVERSEY AVE,Graffiti Removal,31.0,Brick - Painted,1145282.29019722,1918220.3679663,60639.0
971799,Pot Holes Reported,Pot Hole in Street,8461,,,,,,72.0,2013-04-03T00:00:00,2013-03-16T00:00:00,Final Outcome,,,,,41.7050089069001,"{'longitude': '-87.66093556097147', 'needs_recoding': False, 'latitude': '41.7050089069001'}",,-87.66093556097147,Pothole Patched,57.0,22.0,13-00297051,,,Completed,1532 W 104TH ST,,19.0,,1168008.03806643,1835777.49161639,60643.0
939865,Pot Holes Reported,Pot Hole in Street,26527,,,,,,46.0,2011-02-17T00:00:00,2011-02-16T00:00:00,Dispatch Crew,,,,,41.74749744931081,"{'longitude': '-87.56601726235026', 'needs_recoding': False, 'latitude': '41.747497449310806'}",,-87.56601726235027,Pothole Patched,4.0,4.0,11-00271966,,,Completed,8119 S YATES BLVD,,7.0,,1193597.50551385,1851602.91848306,60617.0
338016,Graffiti Removal,Garage,38016,,,,,,2.0,2013-04-24T00:00:00,2013-04-19T00:00:00,,,,,,42.01006076883204,"{'longitude': '-87.68712578420724', 'needs_recoding': False, 'latitude': '42.01006076883204'}",,-87.68712578420723,,,24.0,13-00458633,,,Completed,2226 W GREENLEAF AVE,Graffiti Removal,50.0,Metal - Painted,1160016.7918232,1946888.60978772,60645.0
428928,Graffiti Removal,Front,28928,,,,,,32.0,2013-11-21T00:00:00,2013-11-21T00:00:00,,,,,,41.867481702944566,"{'longitude': '-87.630574816489', 'needs_recoding': False, 'latitude': '41.86748170294456'}",,-87.63057481648899,,,1.0,13-01750788,,,Completed,102 W ROOSEVELT RD,Graffiti Removal,2.0,Other / Unknown Surface,1175679.61731461,1895044.11267398,60605.0
1290845,Pot Holes Reported,Pothole in Street,27507,,,,,,30.0,2015-11-23T00:00:00,2015-11-18T00:00:00,Final Outcome,,,,,41.85018503069031,"{'longitude': '-87.71846767586207', 'needs_recoding': False, 'latitude': '41.850185030690305'}",,-87.71846767586206,Pothole Patched,3.0,10.0,15-06243984,,,Completed,2245 S RIDGEWAY AVE,,22.0,,1151728.34337027,1888660.71941835,60623.0
113892,Graffiti Removal,Side,13892,,,,,,30.0,2013-04-02T00:00:00,2013-03-29T00:00:00,,,,,,41.846500834183544,"{'longitude': '-87.70738860156663', 'needs_recoding': False, 'latitude': '41.84650083418355'}",,-87.70738860156662,,,10.0,13-00355165,,,Completed,2455 S SPAULDING AVE,Graffiti Removal,22.0,Brick - Painted,1154751.63969634,1887495.14497402,60623.0
746352,Graffiti Removal,Front,46352,,,,,,30.0,2016-04-25T00:00:00,2016-04-25T00:00:00,,,,,,41.84472917027285,"{'longitude': '-87.70003648496579', 'needs_recoding': False, 'latitude': '41.844729170272856'}",,-87.7000364849658,,,10.0,16-02812590,,25.0,Completed,2958 W 26TH ST,Graffiti Removal,24.0,"Cement (Sidewalk, Alley, Wall, Curb)",1157053.14181598,1886612.01079966,60623.0
426353,Graffiti Removal,Side,26353,,,,,,30.0,2013-11-15T00:00:00,2013-11-15T00:00:00,,,,,,41.846114519355545,"{'longitude': '-87.71591058452402', 'needs_recoding': False, 'latitude': '41.84611451935555'}",,-87.71591058452402,,,10.0,13-01714475,,25.0,Completed,2501 S MILLARD AVE,Graffiti Removal,22.0,Brick - Unpainted,1152436.65002133,1887144.38871698,60623.0
1454079,Sanitation Code Complaints,Garbage in alley,33299,,,,,,27.0,2015-06-29T00:00:00,2015-06-14T00:00:00,,,,,,41.88131555505896,"{'longitude': '-87.71376751514778', 'needs_recoding': False, 'latitude': '41.88131555505896'}",,-87.71376751514778,,,11.0,15-02702303,,,Completed,3505 W WASHINGTON BLVD,Sanitation Code Violation,28.0,,1152968.81997953,1899950.35999636,60624.0
1255989,Pot Holes Reported,Pothole in Street,42651,,,,,,71.0,2015-04-17T00:00:00,2014-02-24T00:00:00,,,,,,41.7429296941264,"{'longitude': '-87.66704180868498', 'needs_recoding': False, 'latitude': '41.74292969412641'}",,-87.66704180868498,,,6.0,14-00264122,,,Completed - Dup,8300 S HERMITAGE AVE,,18.0,,1166123.2479734,1849652.94063085,60620.0
120394,Graffiti Removal,Side,20394,,,,,,62.0,2011-04-18T00:00:00,2011-04-05T00:00:00,,,,,,41.79330610107128,"{'longitude': '-87.72405188037345', 'needs_recoding': False, 'latitude': '41.79330610107128'}",,-87.72405188037347,,,8.0,11-00634480,,,Completed - Dup,4018 W 55TH ST,Graffiti Removal,23.0,Brick - Unpainted,1150444.63969241,1867821.21212802,60632.0
389836,Graffiti Removal,Front,39836,,,,,,57.0,2013-08-28T00:00:00,2013-08-28T00:00:00,,,,,,41.8006874399716,"{'longitude': '-87.72352276931781', 'needs_recoding': False, 'latitude': '41.800687439971604'}",,-87.72352276931782,,,8.0,13-01239234,,39.0,Completed,5056 S PULASKI RD,Graffiti Removal,14.0,Brick - Painted,1150553.99741029,1870779.78990648,60632.0
691421,Graffiti Removal,Front,41421,,,,,,31.0,2015-11-06T00:00:00,2015-11-06T00:00:00,,,,,,41.83758275777263,"{'longitude': '-87.67559062655211', 'needs_recoding': False, 'latitude': '41.83758275777263'}",,-87.67559062655211,,,9.0,15-05993819,,,Completed,3100 S DAMEN AVE,Graffiti Removal,25.0,Brick - Unpainted,1163527.15998338,1884095.24843174,60608.0
196143,Graffiti Removal,Garage,46143,,,,,,61.0,2011-07-11T00:00:00,2011-07-07T00:00:00,,,,,,41.81481793080733,"{'longitude': '-87.67227226255663', 'needs_recoding': False, 'latitude': '41.81481793080733'}",,-87.67227226255663,,,9.0,11-03339642,,,Completed,4333 S WOLCOTT AVE,Graffiti Removal,12.0,Wood - Painted,1164410.41750662,1875942.94737035,60609.0
678951,Graffiti Removal,Front,28951,,,,,,65.0,2015-10-02T00:00:00,2015-10-02T00:00:00,,,,,,41.7765584756841,"{'longitude': '-87.73711111455268', 'needs_recoding': False, 'latitude': '41.7765584756841'}",,-87.73711111455269,,,8.0,15-05214304,,3.0,Completed,4561 W 64TH ST,Graffiti Removal,13.0,Brick - Unpainted,1147086.84003263,1861777.23003222,60629.0
926869,Pot Holes Reported,Pot Hole in Street,13531,,,,,,61.0,2012-01-26T00:00:00,2012-01-26T00:00:00,,,,,,41.80652810928833,"{'longitude': '-87.66019528138784', 'needs_recoding': False, 'latitude': '41.80652810928833'}",,-87.66019528138784,,,9.0,12-00114935,,,Completed - Dup,4808 S LOOMIS BLVD,,20.0,,1167808.9900298,1872870.77687759,60609.0
1106316,Pot Holes Reported,Pot Hole in Street,42978,,,,,,67.0,2014-01-08T00:00:00,2014-01-08T00:00:00,Final Outcome,,,,,41.76789331709745,"{'longitude': '-87.6640189682719', 'needs_recoding': False, 'latitude': '41.76789331709745'}",,-87.6640189682719,Pothole Patched,3.0,7.0,14-00027424,,,Completed,6920 S ASHLAND AVE,,17.0,,1166873.68111811,1858827.70332473,60636.0
6330,Graffiti Removal,Rear,6330,,,,,,5.0,2012-01-06T00:00:00,2012-01-06T00:00:00,,,,,,41.95079736118439,"{'longitude': '-87.68852062816038', 'needs_recoding': False, 'latitude': '41.950797361184385'}",,-87.68852062816038,,,19.0,12-00026446,,38.0,Completed,3812 N WESTERN AVE,Graffiti Removal,47.0,Other / Unknown Surface,1159694.27050534,1925299.74507795,60618.0
893866,Vacant and Abandoned Buildings Reported,Boarded,39244,W,ARTHINGTON,4655,ST,0.0,25.0,,2013-10-30T00:00:00,,,Vacant,,0.0,41.86958757766823,"{'longitude': '-87.74140311101225', 'needs_recoding': False, 'latitude': '41.86958757766823'}",Front,-87.74140311101225,,,11.0,13-01628986,Vacant/Abandoned Building,,,,,24.0,,1145472.59700677,1895623.58992656,60644.0
567181,Graffiti Removal,Rear,17181,,,,,,2.0,2014-11-19T00:00:00,2014-11-19T00:00:00,,,,,,41.99255125067437,"{'longitude': '-87.68864957785647', 'needs_recoding': False, 'latitude': '41.99255125067437'}",,-87.68864957785647,,,24.0,14-02001263,,,Completed,6106 N CLAREMONT AVE,Graffiti Removal,50.0,Brick - Painted,1159545.7693901001,1940481.83151596,60659.0
421074,Graffiti Removal,Traffic Control Box,21074,,,,,,32.0,2013-11-05T00:00:00,2013-11-05T00:00:00,,,,,,41.881073934909,"{'longitude': '-87.63365769917283', 'needs_recoding': False, 'latitude': '41.881073934909'}",,-87.63365769917282,,,1.0,13-01657010,,,Completed,29 S WELLS ST,Graffiti Removal,42.0,Metal - Painted,1174743.56259924,1900080.88052431,60606.0
883597,Vacant and Abandoned Buildings Reported,Open,28975,W,VAN BUREN,4023,ST,1.0,26.0,,2012-08-03T00:00:00,,REAR,Vacant,,0.0,41.87526129290517,"{'longitude': '-87.72605447740396', 'needs_recoding': False, 'latitude': '41.87526129290517'}",Front,-87.72605447740395,,,11.0,12-01392956,Vacant/Abandoned Building,,,,,24.0,,1149638.45708053,1897720.28108957,60624.0
144416,Graffiti Removal,Pole,44416,,,,,,2.0,2012-05-03T00:00:00,2012-05-03T00:00:00,,,,,,41.99974593305445,"{'longitude': '-87.68441512756294', 'needs_recoding': False, 'latitude': '41.999745933054456'}",,-87.68441512756294,,,24.0,12-00857090,,,Completed,2144 W ARTHUR AVE,Graffiti Removal,50.0,Metal,1160731.17201757,1943128.4841156998,60645.0
